loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_comment
8808,6545018,K06729.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.995728294,132.839699,0.465,6.43532,2.52E+05,45.2,0.0285,1409,928.82,1496.5,1,q1_q17_dr25_tce,5807,4.455,-0.64,0.861,0.771,297.81381,41.963051,13.748,
8809,6548447,K06730.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,10.76839193,137.679347,0.001,12.5252,1.07E+05,52.8,0.0928,970,209.25,2085.7,2,q1_q17_dr25_tce,5226,3.97,0,1.643,0.921,298.54251,41.953201,12.88,
8810,6551106,K06731.01,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,3.84615171,133.3817,0.153,2.24,1.37E+02,1.14,0.0488,1199,487.47,9.3,1,q1_q17_dr25_tce,6106,4.487,-0.16,0.966,1.043,299.07507,41.94223,15.256,
8811,6584167,K06732.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.733724504,132.02461,0.257,2.208,4.59E+01,0.96,0.0154,2601,10830.96,21.4,1,q1_q17_dr25_tce,6175,4.099,-0.62,1.405,0.904,283.72507,42.027374,13.436,
8812,6584278,K06733.01,,CANDIDATE,CANDIDATE,0.889,0,0,0,0,1.28940823,132.0764,0.628,3.652,3.21E+01,2.48,0.0286,3112,22119.66,10.3,1,q1_q17_dr25_tce,5826,3.465,0.18,4.189,1.865,283.77316,42.070862,13.897,
8813,6590726,K06734.01,,CANDIDATE,CANDIDATE,,0,0,0,0,498.27269,146.1528,0.0481,8.92,5.34E+02,2.12,1.2449,214,0.5,6.6,2,q1_q17_dr24_tce,5618,4.514,0.26,0.932,1.033,286.60938,42.063229,15.477,
8814,6591789,K06735.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.08840787,134.3553111,0.513,4.77204,3.87E+05,55.3,0.0554,937,181.75,3095,1,q1_q17_dr25_tce,5618,4.583,-0.28,0.791,0.884,287.04648,42.000519,15.353,
8815,6593363,K06736.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,18.52782408,139.2576071,0.171,5.88678,7.62E+04,64.66,0.1465,1080,322.19,5547.2,1,q1_q17_dr25_tce,6154,3.793,-0.34,2.321,1.219,287.67276,42.059158,12.893,
8816,7336754,K06861.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,12.15524112,133.7671874,0.825,6.84353,8.55E+04,34.62,0.0969,788,91.2,1767.8,1,q1_q17_dr25_tce,5761,4.413,-0.4,0.932,0.821,281.49689,42.906078,13.964,
8817,7345335,K06862.01,,CANDIDATE,CANDIDATE,,0,0,0,0,11.0495766,138.535,0.218,2.13,1.03E+02,0.83,0.0895,738,70.24,5.7,1,q1_q17_dr24_tce,5533,4.505,-0.38,0.819,0.782,285.50293,42.911789,14.804,
8818,7350067,K06863.01,Kepler-1646 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.48559215,135.43172,0.442,0.8161,2.27E+03,0.95,0.0295,365,4.2,15,1,q1_q17_dr25_tce,3236,5.097,0,0.193,0.169,287.5264,42.912899,15.737,
8819,7362534,K06864.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,0.566789763,131.81846,0.6376,4.008,2.54E+01,0.4,0.0126,1984,3662.84,15.4,1,q1_q17_dr24_tce,5799,4.6,-0.58,0.758,0.836,291.70813,42.96941,13.767,
8820,7362632,K06865.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,0.566811926,131.79708,0.681,4.181,8.26E+01,0.91,0.0132,2293,6584.06,22.5,1,q1_q17_dr25_tce,6165,4.474,-0.4,0.942,0.965,291.74191,42.958309,15.444,
8821,7365447,K06866.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.525386934,133.913493,0.934,3.71613,1.25E+05,67.24,0.0386,1701,1982.55,1003,1,q1_q17_dr25_tce,6826,4.337,-0.34,1.233,1.211,292.62149,42.92197,14.34,
8822,7366036,K06867.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,0.566801506,131.7969,0.369,1.738,2.95E+01,0.62,0.0135,2557,10156.53,19.2,1,q1_q17_dr25_tce,6398,4.358,-0.34,1.111,1.023,292.79962,42.99033,11.656,
8823,7366065,K06868.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.566803738,131.79343,0.6755,1.8481,1.01E+02,1.13,0.0136,2450,8516.13,33.1,1,q1_q17_dr24_tce,6300,4.404,-0.26,1.057,1.028,292.80829,42.976021,14.313,
8824,8211521,K06992.01,,FALSE POSITIVE,FALSE POSITIVE,0.057,0,0,1,0,1.69421771,132.006,0.734,4.161,9.11E+01,0.74,0.0251,1274,621.89,15,1,q1_q17_dr25_tce,5402,4.591,-0.56,0.717,0.731,281.56042,44.184818,15.041,
8825,8227086,K06993.01,,CANDIDATE,CANDIDATE,0.945,0,0,0,0,13.8086331,141.604,0.029,3.613,2.07E+02,1.09,0.1038,659,44.5,9,1,q1_q17_dr25_tce,5515,4.568,-0.44,0.761,0.782,289.62292,44.104431,15.567,
8826,8227464,K06994.01,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,4.25907841,135.5815,0.362,4.513,2.81E+01,0.7,0.0504,1253,583.12,11.5,1,q1_q17_dr25_tce,5560,4.173,0.1,1.316,0.942,289.77121,44.139969,12.832,
8827,8229048,K06995.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.739477089,131.930634,1.189,3.18229,3.21E+04,50.48,0.0395,1475,1120.19,593.6,1,q1_q17_dr25_tce,6469,4.431,-0.32,1.056,1.095,290.2905,44.134239,13.636,
8828,8231877,K06996.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.307761491,131.777769,1.237,2.22271,1.39E+04,29.17,0.0203,1298,671.75,531.5,1,q1_q17_dr25_tce,5112,4.596,-0.64,0.673,0.651,291.26697,44.197269,14.932,
8829,8234477,K06997.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.028671454,133.9542149,0.294,8.12253,1.14E+05,52.42,0.0535,1492,1169.87,2152.8,1,q1_q17_dr25_tce,6327,4.168,0.02,1.528,1.252,292.22934,44.160789,13.775,
8830,8240109,K06998.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,0,1,0,0,2.30118753,132.193218,1.033,7.8216,8.75E+04,140.23,0.0423,2783,14194.09,404.8,1,q1_q17_dr25_tce,7970,3.871,-0.2,2.652,1.906,294.22354,44.135658,13.489,
8831,8240861,K06999.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.449249224,1472.522306,0.494,4.7565,4.19E+05,95.83,0.0117,2941,17801.78,1194.9,2,q1_q17_dr25_tce,6338,4.239,-0.22,1.299,1.065,294.47131,44.12344,15.282,
8832,9049010,K07127.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.687004402,131.86316,0.689,3.829,9.37E+01,2.89,0.017,3535,36888.8,45,3,q1_q17_dr25_tce,6240,3.684,-0.32,2.803,1.385,299.62277,45.364079,13.316,
8833,9083503,K07128.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,0.91839938,131.6132,0.519,4.479,1.52E+02,1,0.0174,1558,1389.28,16.8,1,q1_q17_dr25_tce,5222,4.556,-0.04,0.795,0.828,289.73306,45.43795,15.908,
8834,9085039,K07129.01,,CANDIDATE,CANDIDATE,,0,0,0,0,64.1983721,147.98378,0.347,0.934,2.48E+02,1.74,0.3034,506,15.49,6.8,1,q1_q17_dr24_tce,6088,4.329,-0.46,1.077,0.901,290.38025,45.445419,13.839,
8835,9093566,K07130.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.94356284,132.3272,0.569,5.721,1.34E+01,0.76,0.0227,3176,23945.42,16,1,q1_q17_dr25_tce,7693,4.083,0.04,1.984,1.737,293.57108,45.413639,12.749,
8836,9098590,K07131.01,,FALSE POSITIVE,FALSE POSITIVE,0.658,0,1,0,0,2.243569483,133.7306188,0.381,4.14769,6.63E+04,21.11,0.031,1364,817.05,1107.7,1,q1_q17_dr25_tce,6081,4.526,-1,0.801,0.786,295.18893,45.40617,14.965,
8837,9098810,K07132.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,8.258181993,131.5010463,0.61,3.9122,3.12E+05,58.19,0.0743,809,101.33,2981.6,1,q1_q17_dr25_tce,5306,4.445,-0.06,0.888,0.802,295.26965,45.476009,13.448,
8838,9099773,K07133.01,,CANDIDATE,CANDIDATE,0.742,0,0,0,0,82.78482,141.3871,0.682,7.52,1.90E+02,2.16,0.3793,501,14.88,8.4,1,q1_q17_dr25_tce,5749,4.123,0.16,1.48,1.059,295.55292,45.473431,14.909,
8839,9101208,K07134.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,1.81139053,132.9689,1.137,8.64,7.75E+01,14.47,0.0291,1466,1092.69,12.5,1,q1_q17_dr25_tce,5941,4.519,-0.14,0.911,1.001,295.97623,45.440338,15.372,
8840,9943009,K07258.01,,CANDIDATE,CANDIDATE,0.934,0,0,0,0,2.4376438,132.1228,0.112,1.587,2.71E+01,0.79,0.0368,1686,1909.13,8.8,1,q1_q17_dr25_tce,5927,4.117,0.12,1.53,1.118,287.76895,46.83194,12.66,
8841,9944201,K07259.01,,CANDIDATE,CANDIDATE,0.705,0,1,0,0,0.721522907,131.7091421,0.831,1.4521,2.25E+04,11.04,0.0134,1475,1115.99,815.3,1,q1_q17_dr25_tce,4893,4.634,-0.7,0.625,0.614,288.49091,46.804989,15.069,
8842,9944421,K07260.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,7.09520543,135.3715105,0.778,3.69044,2.33E+05,50.23,0.0688,813,103.28,1959.2,1,q1_q17_dr25_tce,5481,4.592,-0.22,0.778,0.871,288.6192,46.802971,15.137,
8843,9945280,K07261.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.651731691,131.751463,1.255,2.4602,2.05E+04,71.9,0.0142,2604,10815.86,347.5,1,q1_q17_dr25_tce,5791,4.052,-0.38,1.472,0.89,289.09744,46.811081,13.879,
8844,9953736,K07262.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.50818743,131.63064,0.779,3.433,5.49E+01,1.26,0.0144,3274,27312.92,29.1,1,q1_q17_dr25_tce,7141,4.243,0.21,1.56,1.558,292.85281,46.85136,13.313,
8845,9958053,K07263.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,2.73398963,133.755464,,1.52,,,,,25373.9,,1,q1_q17_dr25_tce,,,,,,294.62296,46.826469,11.727,
8846,9959093,K07264.01,,CANDIDATE,CANDIDATE,0.274,0,0,0,0,19.1644498,141.3045,0.525,3.553,6.38E+01,1.83,0.1538,988,225.26,8.9,1,q1_q17_dr25_tce,5877,3.86,0.2,2.234,1.319,295.04248,46.863991,13.314,
8847,9963009,K07265.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,40.06967462,153.018227,0.767,9.3564,4.19E+04,27.38,0.2376,588,28.2,1304.8,1,q1_q17_dr25_tce,5911,4.321,0.22,1.207,1.112,296.4682,46.85178,14.458,
8848,8545603,K07893.01,,FALSE POSITIVE,FALSE POSITIVE,0.025,1,0,0,0,55.884827,140.6478,0.752,2.283,4.98E+02,2.11,0.2828,438,8.7,7.7,1,q1_q17_dr25_tce,5668,4.545,-0.02,0.868,0.963,285.1973,44.64661,15.873,
8849,10976412,K07393.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,3.75938475,134.13833,0.505,1.188,1.33E+02,3.1,0.0452,1677,1868.97,11.3,1,q1_q17_dr24_tce,4976,3.534,-0.3,2.638,0.868,292.2048,48.417881,12.917,
8850,10979716,K07394.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.6840477,134.084445,1.012,3.515,8.19E+04,26.43,0.0779,444,9.21,395.3,1,q1_q17_dr25_tce,3887,4.743,-0.1,0.523,0.553,293.79077,48.401421,15.774,
8851,10982373,K07395.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,2.00280845,132.06909,,1.22,,,,,15763.18,,1,q1_q17_dr25_tce,,,,,,294.90292,48.477211,11.696,
8852,10987439,K07396.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.67459836,138.8847317,1.255,3.82706,1.67E+04,68.58,0.1039,1083,325.55,1845.6,1,q1_q17_dr25_tce,6496,4.212,0.1,1.485,1.312,296.82587,48.443378,10.81,
8853,10989032,K07397.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,2.305097141,133.705069,1.286,1.9378,5.88E+03,89.22,0.0438,2753,13581.41,133.4,1,q1_q17_dr25_tce,8851,4.085,0.07,2.178,2.106,297.39349,48.410751,13.866,
8854,10991989,K07398.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.974477904,132.370903,1.252,2.69834,8.85E+03,618.37,0.0293,5205,172916.96,801.7,1,q1_q17_dr25_tce,5210,2.631,0.21,15.004,3.512,298.52713,48.418591,10.282,
8855,10992733,K07399.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,18.52591745,144.1948764,0.415,5.9056,4.56E+05,64.42,0.1361,618,34.58,2246.9,1,q1_q17_dr25_tce,5492,4.533,0.2,0.887,0.978,298.80557,48.471989,15.124,
8856,11019739,K07400.01,,CANDIDATE,CANDIDATE,0.943,0,0,0,0,4.15736472,132.85855,0.226,2.217,2.01E+02,1.09,0.0471,931,178.03,11.2,1,q1_q17_dr25_tce,5183,4.558,-0.08,0.782,0.806,286.40033,48.521961,15.517,
8857,12356746,K07525.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.502454299,131.9221686,1.17,2.31547,3.75E+04,43.95,0.0121,2336,7025.25,873.6,1,q1_q17_dr25_tce,6134,4.498,-0.48,0.901,0.932,291.27692,51.135712,13.532,
8858,12356914,K07526.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,27.30815016,143.504361,0.167,4.43906,3.88E+05,47.06,0.1611,523,17.75,820.9,1,q1_q17_dr25_tce,5541,4.574,-0.6,0.739,0.747,291.3735,51.153381,15.529,
8859,12365000,K07527.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.262742487,132.19792,1.213,1.7433,1.59E+04,134.45,0.0263,2548,9925.41,60.8,1,q1_q17_dr25_tce,5273,3.621,0.06,3.15,1.511,295.32907,51.137798,13.573,
8860,12365015,K07528.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.59586463,131.9392,,1.5,,,,,931.51,,1,q1_q17_dr25_tce,,,,,,295.33847,51.105068,14.343,
8861,12367017,K07529.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.222127938,131.81559,1.258,2.2613,2.49E+03,30.32,0.0208,1470,1107.41,200.9,1,q1_q17_dr25_tce,5157,4.465,0.08,0.87,0.806,296.23392,51.141869,14.73,
8862,12367310,K07530.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,8.627475562,139.9908385,1.141,4.65505,3.68E+04,188.55,0.1002,1446,1031.92,1157.5,1,q1_q17_dr25_tce,5146,3.475,0.28,4.063,1.795,296.34995,51.12344,13.835,
8863,12403968,K07531.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,0.589753355,131.83147,0.318,0.606,2.16E+02,1.03,0.0125,1760,2262.14,12.4,1,q1_q17_dr25_tce,5414,4.648,-0.62,0.678,0.759,289.33759,51.20903,15.832,
8864,12418662,K07532.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.751566365,131.562267,1.041,5.2403,7.26E+04,42.98,0.0364,1171,445.35,180,1,q1_q17_dr25_tce,5461,4.497,-0.1,0.861,0.851,296.38013,51.209721,15.311,
8865,12418816,K07533.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.760935268,131.6357605,0.527,2.77023,3.71E+05,35.68,0.0132,1285,640.66,1289,1,q1_q17_dr25_tce,4675,4.74,-1.52,0.511,0.523,296.44193,51.224319,12.402,
8866,8709688,K03019.02,,CANDIDATE,CANDIDATE,0.935,0,0,0,0,2.012094,131.5688,0.066,2.157,7.48E+01,0.99,0.0309,1523,1274.27,9.1,2,q1_q17_dr25_tce,5633,4.296,0.16,1.162,0.973,298.40137,44.838181,14.927,
8867,9959492,K03051.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.33258772,132.0314,0.634,5.187,7.08E+01,1.13,0.0234,1825,2625.26,16,1,q1_q17_dr25_tce,5576,4.201,0.16,1.289,0.963,295.19968,46.832321,15.276,
8868,2716801,K03053.02,,CANDIDATE,CANDIDATE,0.553,0,0,0,0,9.4767057,134.7294,0.003,3.893,2.31E+02,1.38,0.0879,841,118.13,8.6,2,q1_q17_dr25_tce,5911,4.519,-0.1,0.914,1.006,292.25464,37.97142,15.761,
8869,3230805,K03068.02,,CANDIDATE,CANDIDATE,1,0,0,0,0,6.65171459,137.6781,0.408,2.325,1.52E+02,0.84,0.0628,713,61.01,10,2,q1_q17_dr25_tce,4889,4.637,-0.22,0.686,0.759,290.26028,38.354988,14.976,
8870,11810124,K03344.03,,CANDIDATE,CANDIDATE,0.814,0,0,0,0,208.54335,230.9934,0.001,9.851,6.15E+02,2.84,0.6732,321,2.52,10.4,3,q1_q17_dr25_tce,5533,4.275,0.16,1.166,0.934,289.66489,50.020039,15.254,
8871,9349757,K03348.02,,CANDIDATE,CANDIDATE,0.997,0,0,0,0,17.7189786,138.8021,0.05,4.102,1.77E+02,1.44,0.1304,713,61.01,9.7,2,q1_q17_dr25_tce,5566,4.329,0.14,1.099,0.938,294.69406,45.86684,15.246,
8872,3219037,K03395.02,,CANDIDATE,CANDIDATE,,0,0,0,0,5.0395851,133.828,0.1968,4.556,7.01E+01,0.78,0.0552,1067,306.35,9.6,2,q1_q17_dr24_tce,5912,4.453,-0.38,0.924,0.884,286.54041,38.3326,14.634,
8873,9117416,K03425.03,,CANDIDATE,CANDIDATE,0.866,0,0,0,0,7.64370363,137.87526,0.785,2.738,7.09E+01,1.85,0.0819,1334,748.7,13.2,3,q1_q17_dr25_tce,6120,3.934,0.02,2,1.251,300.31619,45.49538,13.266,
8874,3558803,K06345.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,1.353414369,131.67312,1.202,13.416,6.10E+02,216.31,0.03,3617,40561.5,100.8,1,q1_q17_dr25_tce,4850,2.865,0.1,8.586,1.969,294.94058,38.635689,12.318,
8875,3634169,K06346.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,2.9590637,133.9227,0.2957,28.81,2.36E+01,0.65,0.0403,1564,1415.74,6.4,1,q1_q17_dr24_tce,6192,4.195,-0.32,1.322,0.999,288.01553,38.709862,12.913,
8876,3644174,K06347.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.806631432,132.23663,0.536,1.102,2.18E+02,1.05,0.0257,1059,297.98,10.4,1,q1_q17_dr25_tce,4606,4.591,-0.04,0.699,0.696,291.06226,38.787151,15.278,
8877,3655326,K06348.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,15.06649153,140.655427,0.988,6.2852,1.06E+05,88.56,0.1206,932,177.96,893,1,q1_q17_dr25_tce,5751,4.028,-0.04,1.626,1.028,293.92529,38.738979,14.213,
8878,3656322,K06349.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.831829703,132.53923,0.788,7.289,4.05E+04,49.38,0.0273,2078,4410.65,140.4,1,q1_q17_dr25_tce,5269,3.667,-0.74,2.183,0.806,294.16028,38.767429,13.061,
8879,3656700,K06350.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.738527259,132.024142,1.171,1.2174,4.23E+02,49.08,0.0175,2978,18549.81,104.1,1,q1_q17_dr25_tce,5869,3.825,0.04,2.313,1.302,294.25818,38.706928,12.997,
8880,3659940,K06351.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.89627093,131.668052,1.062,2.2033,6.70E+04,43.47,0.0172,1733,2129.33,152.9,1,q1_q17_dr25_tce,5551,4.493,-0.2,0.861,0.842,295.00464,38.775478,15.261,
8881,3663494,K06352.01,,CANDIDATE,CANDIDATE,0.88,0,0,0,0,5.11683678,133.9134,0.286,3.119,1.61E+02,1.16,0.0582,1039,275.15,9.2,1,q1_q17_dr25_tce,5955,4.52,-0.16,0.91,0.999,295.73334,38.792011,15.221,
8882,4949027,K06480.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.06100327,132.5257,0.0834,1.675,9.59E+01,0.94,0.0207,1793,2443.69,9.7,1,q1_q17_dr24_tce,5966,4.493,-0.02,0.961,1.049,297.88528,40.097321,15.14,
8883,4949214,K06481.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.922030594,132.076361,1.242,4.367,1.39E+04,49.63,0.0196,2194,5474.27,331.7,1,q1_q17_dr25_tce,6484,4.386,-0.12,1.153,1.178,297.93069,40.014961,14.351,
8884,4950341,K06482.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,611.09299,134.3101,0.2171,15.22,2.70E+02,1.53,1.4167,215,0.51,12.2,1,q1_q17_dr24_tce,6032,4.508,-0.18,0.929,1.014,298.16547,40.005249,13.604,
8885,4950557,K06483.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,24.71479071,149.4927345,0.781,5.06776,2.09E+05,112.24,0.1772,901,155.67,5148.8,1,q1_q17_dr25_tce,6300,3.982,-0.12,1.862,1.214,298.21442,40.0732,12.526,
8886,4995716,K06484.01,,CANDIDATE,CANDIDATE,,0,0,0,0,16.1191449,146.7978,0.6704,3.039,2.62E+02,1.34,0.1125,619,34.7,8.2,1,q1_q17_dr24_tce,5319,4.514,-0.38,0.783,0.729,286.54742,40.150539,15.696,
8887,5000179,K06485.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,3.6329347,131.88496,,2.3,,,,,10830.2,,1,q1_q17_dr25_tce,,,,,,288.35828,40.17466,13.758,
8888,5017058,K06486.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.161947482,132.2121368,0.815,4.46886,1.30E+05,68.69,0.0232,2174,5300.4,2435.4,1,q1_q17_dr25_tce,6225,4.204,0.12,1.457,1.242,293.53088,40.15049,13.14,
8889,5018787,K06487.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.607191908,132.0195301,0.917,1.30166,1.74E+04,12.44,0.0122,1759,2251.28,961.9,1,q1_q17_dr25_tce,5370,4.598,-0.92,0.671,0.649,293.99124,40.18964,15.428,
8890,8345473,K07881.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,2.2502073,133.6127,0.268,2.203,2.60E+02,19.94,0.0382,3637,41377.92,7.8,1,q1_q17_dr25_tce,4507,2.391,0.1,12.787,1.467,282.18466,44.359459,11.946,
8891,5597361,K06601.01,,CANDIDATE,CANDIDATE,0.968,0,0,0,0,17.9925973,135.4545,0.678,2.762,1.99E+02,1.62,0.133,748,73.97,8.7,1,q1_q17_dr25_tce,5931,4.351,-0.14,1.087,0.967,283.13373,40.852421,14.604,
8892,5598639,K06602.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.648775795,131.7459799,0.961,4.34648,1.09E+05,41.58,0.0136,1714,2038.54,6873.9,1,q1_q17_dr25_tce,5143,4.559,-0.08,0.776,0.796,283.77744,40.842037,10.201,
8893,5610698,K06603.01,,FALSE POSITIVE,FALSE POSITIVE,0.004,0,1,0,0,4.132521615,132.892463,0.877,12.4949,1.56E+05,93.1,0.0518,1628,1660.29,440,1,q1_q17_dr25_tce,6567,4.045,-0.52,1.636,1.084,288.92068,40.881302,13.894,
8894,5616489,K06604.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,410.88527,202.8127,100.196,24.1,2.06E+03,200346,1.5122,774,84.63,21.5,1,q1_q17_dr24_tce,5015,2.34,-0.5,18.489,2.725,290.72864,40.866501,12.962,
8895,5617510,K06605.01,,CANDIDATE,CANDIDATE,,0,0,0,0,74.371666,187.379,0.6894,12.59,1.03E+02,2.39,0.3445,767,81.88,12.1,4,q1_q17_dr24_tce,6865,3.742,-2.02,2.211,0.983,291.04001,40.84993,11.319,
8896,5621294,K06606.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.938905082,131.8411582,0.54,5.00453,3.59E+05,205.64,0.0237,4281,79148.54,2584.7,1,q1_q17_dr25_tce,8615,3.784,-0.22,3.003,2.002,292.21927,40.89333,13.613,
8897,5621299,K06607.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.93891532,131.83424,0.069,2.134,3.91E+01,1.13,0.021,2667,11944.88,8.2,1,q1_q17_dr25_tce,6534,4.074,0.06,1.797,1.395,292.22049,40.88567,13.91,
8898,5622250,K06608.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,16.29421371,143.1937219,0.612,6.01687,1.74E+05,68.05,0.1322,929,176.22,7486.2,1,q1_q17_dr25_tce,6237,4.145,0.02,1.508,1.156,292.51321,40.82756,14.203,
8899,5632781,K06609.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,11.02520205,131.715631,0.439,12.8097,4.30E+05,164.02,0.0977,1294,663.18,2585.5,1,q1_q17_dr25_tce,6047,3.724,-0.88,2.3,1.021,295.43829,40.843578,12.113,
8900,6594972,K06737.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.81916946,132.9864665,0.275,5.50262,4.37E+05,67.76,0.0946,850,123.51,5258.2,1,q1_q17_dr25_tce,5955,4.429,-0.2,0.991,0.961,288.29306,42.057369,14.342,
8901,6595662,K06738.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.680514453,132.598382,0.359,3.21178,1.96E+05,48.86,0.0373,1431,989.89,665.5,1,q1_q17_dr25_tce,6038,4.356,-0.26,1.076,0.958,288.53311,42.047619,14.746,
8902,6603765,K06739.01,,CANDIDATE,CANDIDATE,0.646,0,0,0,0,19.164111,139.8244,0.805,2.773,2.16E+02,1.11,0.1269,519,17.12,8.1,1,q1_q17_dr25_tce,5103,4.65,-0.4,0.674,0.747,291.09485,42.002918,15.455,
8903,6606282,K06740.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.053573674,132.428012,1.308,1.70116,3.06E+03,299.87,0.0263,4319,81969.77,445.3,1,q1_q17_dr25_tce,5838,3.038,-0.5,7.385,2.172,291.87244,42.030499,12.97,
8904,6606669,K06741.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.970085646,132.4088,0.035,1.129,1.53E+02,18.65,0.0241,5119,162048.58,9.8,1,q1_q17_dr25_tce,4555,2.346,0.1,15.63,1.974,291.99316,42.049259,12.026,
8905,6607610,K06742.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,63.52017525,162.163605,0.375,17.1759,3.25E+04,77.1,0.3699,745,72.92,1708.1,1,q1_q17_dr25_tce,4938,3.388,0.34,4.33,1.669,292.27612,42.037739,14.985,
